Customer_ID,Cluster_Label,Predicted_Churn,Churn_Probability,Predicted_Next_Quarter_Revenue,Risk_Score,Revenue_Potential_Score,Engagement_Score,Engagement_Level
13233,At-Risk SMB,0,3.2261977723917354e-08,57.298565,12.17,18.35,34.74,Low
12770,Discount-Heavy Stable,0,3.291517685781874e-09,195.0285,8.89,25.9,45.08,Low
13469,At-Risk SMB,1,0.9999999716804496,-377.57925,61.5,14.96,26.1,Low
10921,High Revenue Loyal,0,3.051141260949385e-09,20998.006,8.16,62.54,69.16,Medium
13030,At-Risk SMB,0,3.252645926615094e-09,383.96756,10.89,13.24,20.58,Low
11373,At-Risk SMB,1,0.9999999937097286,-458.2552,63.47,13.8,25.29,Low
13588,At-Risk SMB,0,9.833391654162473e-08,33.21968,10.44,20.08,32.44,Low
12545,At-Risk SMB,0,5.52522007741488e-07,1226.8507,13.26,23.92,42.02,Low
13599,Discount-Heavy Stable,1,0.9999998584030224,480.02628,65.47,27.83,45.79,Low
10039,High Revenue Loyal,0,9.4649368001825e-10,2872.0625,7.18,44.3,76.34,High
10364,High Revenue Loyal,0,6.193461209447494e-09,230.4852,6.99,39.95,73.74,Medium
14230,High Revenue Loyal,0,2.835335332970029e-09,20455.213,7.58,62.64,72.01,Medium
10183,At-Risk SMB,0,1.1738600035518163e-09,2003.0142,12.18,17.58,27.82,Low
13034,High Revenue Loyal,0,2.377538178310818e-09,20192.416,6.67,64.8,79.48,High
12984,High-Growth Startup,0,1.4597931276435047e-10,404.7574,8.99,31.38,54.38,Medium
11195,Discount-Heavy Stable,0,3.430127559413308e-09,8333.846,7.29,33.39,39.84,Low
12853,Discount-Heavy Stable,0,4.407650687838999e-10,2084.839,9.35,28.01,45.82,Low
14842,At-Risk SMB,1,0.9999999998339152,-44.73056,65.22,21.77,37.69,Low
11122,High Revenue Loyal,0,2.835335332970029e-09,15554.334,6.96,62.28,86.87,High
10996,At-Risk SMB,0,2.0896812374266034e-09,3159.4172,12.16,24.65,35.4,Low
12236,Discount-Heavy Stable,0,3.095185109509527e-09,7071.3174,9.69,37.97,52.12,Medium
12668,High Revenue Loyal,0,2.377538178310818e-09,36392.7,8.16,85.07,82.88,High
13943,High Revenue Loyal,0,4.65311524093669e-09,19877.908,7.36,62.23,69.26,Medium
13224,High-Growth Startup,0,4.1112442736810786e-10,435.0763,8.8,34.15,59.77,Medium
11183,High Revenue Loyal,0,2.9072989528586634e-08,20076.666,6.56,63.62,77.06,High
14315,High Revenue Loyal,0,3.515983891514664e-09,1459.4633,6.96,46.15,81.67,High
14428,High Revenue Loyal,0,2.2143790079934673e-09,14128.245,7.76,63.87,86.33,High
10615,High Revenue Loyal,0,2.6761833221247313e-09,7655.4194,7.87,44.47,62.71,Medium
11022,High-Growth Startup,0,1.0056512522761488e-06,225.78777,7.87,33.51,57.2,Medium
11467,At-Risk SMB,0,1.4294652268832212e-08,47.42123,12.66,21.98,37.7,Low
10402,Discount-Heavy Stable,0,7.339771143623013e-09,1229.3245,9.1,25.81,41.23,Low
13043,High-Growth Startup,0,2.6943358520315707e-10,209.26158,8.96,22.8,39.05,Low
10935,High-Growth Startup,0,2.4863621932651235e-09,2847.7798,7.98,32.79,50.5,Medium
12420,Discount-Heavy Stable,0,2.269068813996674e-09,5862.5796,7.98,35.46,48.28,Low
11529,High Revenue Loyal,0,2.835335332970029e-09,3084.1006,6.96,44.29,75.48,High
14654,High Revenue Loyal,0,5.27870953351521e-10,2314.4893,7.47,39.59,66.0,Medium
12642,High-Growth Startup,0,2.5815613524451133e-08,216.08778,11.6,36.4,59.68,Medium
14182,High Revenue Loyal,0,3.189820232349278e-09,20149.395,7.58,67.47,88.31,High
10727,High Revenue Loyal,0,3.185335077063279e-09,86.08219,7.18,41.89,77.6,High
10827,High-Growth Startup,0,4.827912427075811e-10,285.02313,8.38,29.8,56.27,Medium
11522,At-Risk SMB,0,3.6680876822625196e-09,2126.0376,14.43,13.28,16.68,Low
13912,At-Risk SMB,1,0.999999995705478,-206.90428,64.14,12.1,19.4,Low
12905,At-Risk SMB,1,0.9999999993327184,-264.6305,65.06,17.46,32.74,Low
12931,High-Growth Startup,0,2.1238504562912462e-09,10669.805,8.19,50.86,68.37,Medium
10137,Discount-Heavy Stable,0,5.0046018248494705e-09,7505.51,11.37,41.42,55.56,Medium
13591,Discount-Heavy Stable,0,2.407652974547588e-09,768.4445,8.19,30.52,53.74,Medium
10629,High-Growth Startup,0,3.339829056661138e-09,15067.009,8.99,50.51,62.4,Medium
10335,High Revenue Loyal,0,7.168541032209442e-09,27143.824,7.07,72.41,72.83,Medium
13854,At-Risk SMB,0,1.310209371311656e-08,618.5811,11.76,16.76,29.29,Low
10391,High-Growth Startup,0,3.189820232349278e-09,10308.111,8.67,37.47,44.65,Low
14524,Discount-Heavy Stable,0,3.8276613854904407e-10,373.08652,9.39,33.17,56.07,Medium
10976,High-Growth Startup,0,3.4581096798877475e-10,1621.7347,8.52,29.02,51.69,Medium
14084,At-Risk SMB,0,3.5466517720917984e-08,209.8461,11.32,16.2,27.44,Low
11818,At-Risk SMB,0,2.16321058631463e-08,327.6452,9.76,12.03,23.16,Low
10401,At-Risk SMB,0,2.343123230753879e-07,70.61953,13.96,18.04,26.96,Low
10711,Discount-Heavy Stable,1,0.9999997038193708,-252.71382,59.97,27.16,46.51,Low
11040,High Revenue Loyal,0,3.662871640483397e-10,2087.6309,8.92,47.48,86.12,High
10778,High Revenue Loyal,0,2.835335332970029e-09,43043.34,6.96,91.58,78.9,High
13360,High-Growth Startup,0,4.581906065967397e-09,8514.767,6.67,38.35,52.65,Medium
10047,At-Risk SMB,1,0.9999997634167964,-173.85954,64.45,14.47,26.89,Low
11562,High-Growth Startup,0,7.069240675731468e-09,6473.0913,9.21,44.3,62.74,Medium
13949,Discount-Heavy Stable,0,4.739511040909907e-09,10612.752,9.68,36.08,39.65,Low
14947,High-Growth Startup,0,3.0852370955097823e-09,6357.8,10.74,42.2,65.34,Medium
13643,Discount-Heavy Stable,0,3.4696729848024284e-09,7591.6294,9.58,36.75,44.48,Low
13727,Discount-Heavy Stable,0,6.443299402648088e-10,158.8101,8.27,26.48,46.62,Low
14992,Discount-Heavy Stable,0,2.9447753475831433e-09,6782.985,9.5,38.28,55.13,Medium
11113,High-Growth Startup,0,1.92305307769095e-09,232.38274,8.27,32.71,54.9,Medium
12514,High Revenue Loyal,0,1.02119558943374e-09,285.37735,7.69,37.98,70.13,Medium
13609,High Revenue Loyal,0,3.120879888115906e-10,271.14584,7.5,45.37,88.32,High
11224,High-Growth Startup,0,3.384994536489339e-09,6888.502,8.3,38.5,56.44,Medium
13445,Discount-Heavy Stable,0,3.0395891868867383e-08,593.74207,8.38,28.03,47.39,Low
13024,High-Growth Startup,0,3.8339917368209735e-09,9594.14,9.76,44.92,59.82,Medium
12422,High Revenue Loyal,0,2.382335825137135e-09,3438.3796,6.78,42.61,70.76,Medium
11509,High Revenue Loyal,0,2.845406679008627e-09,5889.7554,6.56,53.94,84.26,High
11751,High-Growth Startup,0,2.8634177404675612e-09,5605.2466,9.06,39.14,56.79,Medium
14986,At-Risk SMB,1,0.9999999977971848,716.20703,61.07,17.63,25.85,Low
14225,High Revenue Loyal,0,2.835335332970029e-09,14632.72,6.56,60.49,81.49,High
11800,High-Growth Startup,0,2.844176369231413e-09,5625.8735,9.5,34.65,49.1,Low
10339,High Revenue Loyal,0,3.8339917368209735e-09,14794.066,6.67,62.42,81.89,High
10216,High-Growth Startup,0,4.013919059241066e-09,8233.96,8.34,44.71,61.76,Medium
13664,High-Growth Startup,0,2.9725218795167945e-10,309.6199,8.59,33.55,56.09,Medium
11342,Discount-Heavy Stable,0,1.6433327892503632e-08,23.620234,9.43,30.06,51.92,Medium
10012,Discount-Heavy Stable,0,2.687185854419958e-09,6391.299,9.32,42.33,61.74,Medium
13887,Discount-Heavy Stable,0,3.424874616986338e-09,9120.202,8.16,39.77,51.36,Medium
11521,High Revenue Loyal,0,5.818589225566697e-10,1762.7059,8.19,44.99,80.49,High
13895,Discount-Heavy Stable,0,5.715621951648206e-09,8241.654,9.42,34.94,46.87,Low
13641,High Revenue Loyal,0,2.0612768516387353e-08,27998.174,7.47,75.79,82.15,High
10330,High Revenue Loyal,0,3.095185109509527e-09,17951.459,6.16,60.88,75.54,High
14025,High-Growth Startup,0,7.807454464661845e-10,205.35011,7.36,35.93,62.84,Medium
13005,High Revenue Loyal,0,3.8339917368209735e-09,12351.783,7.29,57.09,79.33,High
12865,At-Risk SMB,0,3.3898012463225025e-06,-49.508305,11.28,6.57,15.82,Low
13116,High-Growth Startup,0,2.684831126685631e-09,374.87335,8.78,38.14,63.59,Medium
14989,Discount-Heavy Stable,0,3.941167821441563e-09,2545.697,11.41,26.31,38.23,Low
12323,At-Risk SMB,0,4.5588702490999427e-10,1991.7661,10.59,15.09,19.59,Low
12572,High-Growth Startup,0,6.005515753549426e-10,2605.3184,8.38,40.08,64.73,Medium
12914,High-Growth Startup,0,2.026532107155314e-09,1006.8136,7.58,31.72,56.4,Medium
10102,High-Growth Startup,0,3.824516109897026e-09,13506.366,6.96,47.68,57.12,Medium
13550,Discount-Heavy Stable,0,1.390722690221198e-09,171.2405,8.49,23.19,39.54,Low
11459,Discount-Heavy Stable,0,8.066180391865161e-10,1458.4574,13.32,32.91,51.94,Medium
10172,At-Risk SMB,0,1.649368175971948e-08,628.8668,12.7,13.23,15.55,Low
10108,High Revenue Loyal,0,3.8339917368209735e-09,30271.725,6.96,71.68,68.9,Medium
14328,High-Growth Startup,0,4.430878260780006e-09,6292.4907,8.38,36.22,50.86,Medium
13570,At-Risk SMB,0,6.547049200206836e-10,1881.15,12.34,19.31,33.92,Low
12676,At-Risk SMB,0,2.375351356844815e-09,1488.6193,12.62,18.77,33.67,Low
13875,Discount-Heavy Stable,0,5.792163285783954e-09,4449.535,9.38,36.63,52.23,Medium
14430,High Revenue Loyal,0,2.187589374302101e-09,12394.432,9.29,59.17,82.29,High
10025,High-Growth Startup,0,1.9924912567227797e-09,570.75885,9.94,35.88,61.63,Medium
14104,At-Risk SMB,1,0.9999998439987192,-334.16934,62.36,12.42,22.95,Low
14252,High Revenue Loyal,0,2.719420758182027e-09,23223.229,8.3,66.75,71.02,Medium
10939,Discount-Heavy Stable,0,5.718689801525788e-08,191.53345,9.35,30.17,53.72,Medium
10061,High-Growth Startup,0,1.1503243270995868e-09,614.8046,11.1,33.25,57.81,Medium
11241,Discount-Heavy Stable,0,1.9797858675486148e-08,296.122,10.63,26.38,46.19,Low
13773,High-Growth Startup,0,4.6322678473493696e-10,266.98013,9.07,35.43,65.03,Medium
11041,High Revenue Loyal,0,4.31333263090042e-09,20507.203,7.76,69.12,88.8,High
14318,High-Growth Startup,0,3.189820232349278e-09,13967.396,8.56,53.53,68.56,Medium
12761,High-Growth Startup,0,3.750850258484781e-09,5798.833,8.49,41.99,58.22,Medium
12121,High Revenue Loyal,0,3.824516109897026e-09,26412.299,8.27,75.39,81.25,High
11525,High-Growth Startup,0,2.471214507338004e-09,9568.207,9.87,45.32,60.32,Medium
13522,Discount-Heavy Stable,0,2.296242948852245e-09,6184.0234,8.96,37.44,54.57,Medium
10154,High-Growth Startup,0,4.738345400003347e-10,1925.9263,8.16,36.72,57.34,Medium
12249,At-Risk SMB,0,2.4334185997087733e-08,1576.9867,11.18,13.66,21.99,Low
10482,High Revenue Loyal,0,3.8339917368209735e-09,20947.605,6.96,69.43,85.62,High
14796,High Revenue Loyal,0,2.835335332970029e-09,5900.2695,6.27,49.51,77.78,High
14440,At-Risk SMB,1,0.9999998988094374,-149.64584,66.37,17.96,36.56,Low
13579,High-Growth Startup,0,5.252222608545322e-10,2004.7657,7.61,33.66,54.08,Medium
14255,Discount-Heavy Stable,0,3.981978504519987e-09,5651.629,10.19,36.58,55.64,Medium
13921,High Revenue Loyal,0,2.719420758182027e-09,19534.459,7.1,64.77,79.71,High
13563,Discount-Heavy Stable,0,2.6277030117184114e-09,571.071,9.18,29.76,49.39,Low
13316,High Revenue Loyal,0,1.5116824700289482e-09,20035.287,6.67,72.71,95.23,High
11763,High Revenue Loyal,0,1.3591715787441632e-09,456.23303,7.98,43.29,79.24,High
13539,High Revenue Loyal,0,4.382146821392219e-09,15609.435,8.74,60.77,76.04,High
14951,High Revenue Loyal,0,3.8339917368209735e-09,21013.77,7.76,61.34,72.21,Medium
10751,High Revenue Loyal,0,3.0705052547906286e-09,17648.951,7.98,63.43,81.24,High
13620,Discount-Heavy Stable,0,1.998827001380259e-07,-29.492327,12.08,29.02,52.05,Medium
11786,Discount-Heavy Stable,0,3.6287840439270294e-09,1721.2596,11.99,34.41,55.0,Medium
14405,At-Risk SMB,0,8.422018914564207e-09,-78.87218,15.28,18.15,30.67,Low
13384,High-Growth Startup,0,3.823112185364568e-09,14832.19,8.19,55.08,69.44,Medium
14268,Discount-Heavy Stable,0,1.6559478558966147e-08,229.3905,9.07,34.48,58.6,Medium
10406,Discount-Heavy Stable,0,8.181532578561153e-09,227.16579,8.01,25.53,43.84,Low
10758,Discount-Heavy Stable,0,2.471214507338004e-09,12506.622,7.69,45.05,54.43,Medium
12712,High Revenue Loyal,0,3.3758202603764867e-09,14233.189,8.63,56.47,74.85,Medium
12671,High-Growth Startup,0,2.0081332857386607e-10,232.81805,9.58,32.63,59.06,Medium
14167,High Revenue Loyal,0,3.8339917368209735e-09,3591.3374,8.67,45.04,76.04,High
10098,High Revenue Loyal,0,1.2456658588303251e-09,588.99445,8.09,35.21,61.05,Medium
11334,Discount-Heavy Stable,0,2.181868465092806e-09,10811.103,9.43,39.85,48.22,Low
14591,High Revenue Loyal,0,3.397585973901674e-09,188.88962,7.36,38.45,71.14,Medium
12792,High Revenue Loyal,0,3.2591941586487253e-09,4188.8794,6.96,44.67,72.45,Medium
12855,High-Growth Startup,0,2.718950596346932e-09,367.86127,8.41,33.94,63.69,Medium
10187,At-Risk SMB,1,0.9999999979097522,462.65555,62.26,13.77,20.17,Low
11137,At-Risk SMB,0,1.876794488277575e-07,1908.2699,9.47,23.0,37.58,Low
12724,At-Risk SMB,1,0.9999999987364,498.83215,65.49,21.91,39.1,Low
13584,High-Growth Startup,0,4.0239872558307004e-09,5600.601,8.56,38.47,59.34,Medium
12059,High Revenue Loyal,0,3.2591941586487253e-09,4915.3896,8.89,50.21,82.26,High
11320,Discount-Heavy Stable,0,7.010946577319464e-10,1697.7412,8.49,40.56,65.52,Medium
14330,Discount-Heavy Stable,0,5.477750950595808e-10,1376.9507,10.92,23.8,36.84,Low
10149,At-Risk SMB,0,2.469823100065229e-07,-49.892754,12.7,25.65,45.44,Low
10029,High Revenue Loyal,0,2.471214507338004e-09,5093.6743,6.96,45.74,73.69,Medium
14270,High-Growth Startup,0,2.877792234364148e-09,1266.6024,8.63,41.74,68.66,Medium
11395,Discount-Heavy Stable,0,1.2082425329812707e-09,1725.4884,10.22,29.28,41.93,Low
13364,High-Growth Startup,0,3.7941930425742675e-09,9884.1875,9.29,38.92,50.34,Medium
10693,High Revenue Loyal,0,2.835335332970029e-09,19494.941,7.47,62.12,70.59,Medium
12867,At-Risk SMB,1,0.9999999983446736,1297.3429,69.92,23.73,36.67,Low
13777,High-Growth Startup,0,2.835335332970029e-09,14012.372,7.07,47.55,52.84,Medium
11387,High-Growth Startup,0,2.041410957935474e-09,9989.827,10.59,50.34,62.76,Medium
11846,High-Growth Startup,0,2.979794736281017e-09,10813.434,7.18,39.35,44.86,Low
14878,High-Growth Startup,0,4.133000047822913e-10,2351.448,10.15,39.73,63.51,Medium
10130,High-Growth Startup,0,1.080077713151532e-10,381.5327,7.58,32.25,55.4,Medium
11600,High Revenue Loyal,0,3.095185109509527e-09,21892.076,7.47,64.22,74.47,Medium
13630,High Revenue Loyal,0,1.0879637542484443e-09,3292.3655,7.36,50.26,83.91,High
14875,At-Risk SMB,0,5.864528016918965e-09,558.1528,13.94,16.52,29.2,Low
10702,At-Risk SMB,0,1.2011256334993532e-10,963.7525,12.12,28.89,51.08,Medium
13548,Discount-Heavy Stable,0,5.026781695703649e-09,6220.765,10.8,30.24,39.86,Low
13029,High-Growth Startup,0,2.766259260369964e-09,7083.3496,8.49,46.41,71.94,Medium
12970,High Revenue Loyal,0,4.185405152616078e-09,28782.062,8.49,73.9,79.29,High
14675,High-Growth Startup,0,3.754349531292291e-09,12891.006,10.23,44.32,54.5,Medium
11709,Discount-Heavy Stable,0,3.6485513778296605e-10,1639.5972,8.49,31.59,50.67,Medium
12954,Discount-Heavy Stable,0,2.282898041350286e-09,5275.898,9.5,25.75,34.59,Low
10455,High Revenue Loyal,0,9.596088967374642e-09,716.5874,7.83,43.63,79.15,High
12869,Discount-Heavy Stable,0,8.935439056476509e-09,1532.7906,8.99,29.67,47.92,Low
12041,High Revenue Loyal,0,1.2232671094442174e-09,284.79,6.56,44.45,80.58,High
11773,High-Growth Startup,0,3.5835139450042363e-09,7031.7437,6.99,41.55,55.03,Medium
12316,High Revenue Loyal,0,6.473778512567064e-10,593.06067,8.09,41.52,72.99,Medium
10610,At-Risk SMB,0,5.168949972102766e-07,-349.47595,9.36,22.68,41.28,Low
10168,Discount-Heavy Stable,1,0.9999999990570996,142.46707,59.06,24.22,44.41,Low
10731,At-Risk SMB,0,7.50930475081061e-09,1949.7299,20.34,16.3,27.41,Low
14382,At-Risk SMB,0,1.822849865727412e-08,2442.2996,13.09,18.85,22.43,Low
12075,At-Risk SMB,1,0.9999998259211434,478.79498,63.16,17.94,31.39,Low
14053,At-Risk SMB,0,4.30056595208757e-09,41.240627,11.57,17.51,34.08,Low
14197,High Revenue Loyal,0,9.962894685898363e-10,1094.5848,7.76,40.11,74.07,Medium
11623,Discount-Heavy Stable,0,4.075924895466778e-09,6531.199,10.94,34.38,51.83,Medium
14527,High-Growth Startup,0,5.712864878312077e-10,2805.2976,8.92,39.86,67.37,Medium
10041,At-Risk SMB,0,2.7133015577721343e-08,2.485966,12.08,15.6,23.35,Low
12090,At-Risk SMB,1,0.999999999127982,661.8961,63.94,11.96,20.36,Low
13925,High Revenue Loyal,0,2.944976430466248e-09,23475.227,7.39,67.7,78.35,High
12176,High-Growth Startup,0,2.835335332970029e-09,10314.49,7.98,43.51,50.65,Medium
10075,High Revenue Loyal,0,2.311879159515288e-09,330.89328,9.76,38.61,74.25,Medium
14134,At-Risk SMB,0,6.609118384132337e-08,153.5463,11.07,17.92,33.63,Low
14860,High Revenue Loyal,0,3.189820232349278e-09,3736.774,9.69,51.87,88.95,High
12658,High-Growth Startup,0,4.996820110047537e-09,5923.767,9.1,41.36,62.44,Medium
13181,Discount-Heavy Stable,0,7.487838620463079e-09,181.41066,10.63,25.29,41.55,Low
12077,Discount-Heavy Stable,1,0.9999999926494744,-332.42343,59.47,23.18,40.32,Low
10442,High Revenue Loyal,0,2.377538178310818e-09,10001.256,7.98,49.1,69.73,Medium
12052,High Revenue Loyal,0,3.8082000152105405e-09,3261.0947,7.39,46.62,81.8,High
12542,At-Risk SMB,0,1.923921069607672e-09,2324.1453,11.23,17.36,24.78,Low
11302,High-Growth Startup,0,5.781634970935381e-10,2330.203,8.89,36.35,56.37,Medium
13431,High-Growth Startup,1,0.9999999999995768,4854.6987,58.52,31.92,46.36,Low
11305,Discount-Heavy Stable,0,6.625244583665003e-07,50.16998,9.79,25.67,45.52,Low
10237,At-Risk SMB,0,1.5734575527643677e-07,62.02417,15.5,17.02,32.27,Low
14307,High-Growth Startup,0,7.437450868451244e-10,308.11258,7.36,36.78,61.82,Medium
12600,Discount-Heavy Stable,1,0.9999999992008366,1980.7578,60.51,28.54,46.36,Low
12574,Discount-Heavy Stable,0,2.841029046304233e-09,7367.1064,7.76,34.34,42.68,Low
13281,High-Growth Startup,0,2.471214507338004e-09,13057.967,7.98,51.8,66.51,Medium
13187,High-Growth Startup,0,3.129306547467076e-09,10451.803,9.64,37.44,43.78,Low
13954,High-Growth Startup,0,4.971493423692114e-10,1001.8866,6.78,33.99,54.12,Medium
12769,Discount-Heavy Stable,0,6.385186359448324e-09,70.869385,9.47,28.22,50.65,Medium
12107,High-Growth Startup,0,2.4589924976064704e-10,371.20358,8.19,44.46,78.64,High
12680,At-Risk SMB,0,3.287832914024975e-09,19.494204,10.99,19.88,35.56,Low
12762,Discount-Heavy Stable,0,5.967610523587248e-09,1240.0642,9.1,28.65,48.48,Low
11388,At-Risk SMB,0,5.5294808601654315e-09,2014.5629,13.3,13.45,21.77,Low
14841,Discount-Heavy Stable,0,6.533563174679115e-10,1785.5474,8.49,30.97,50.81,Medium
14666,At-Risk SMB,0,2.5504228076709032e-08,23.7187,10.44,8.77,16.83,Low
11280,High-Growth Startup,0,3.8339917368209735e-09,8165.168,7.76,38.32,48.49,Low
12557,High Revenue Loyal,0,5.209781453319558e-09,24082.11,6.96,69.68,80.76,High
11556,High-Growth Startup,0,3.2591941586487253e-09,10423.938,7.58,44.49,57.49,Medium
13191,High Revenue Loyal,0,4.407141309102075e-09,2991.4373,8.27,50.08,83.14,High
14836,Discount-Heavy Stable,0,3.722486615243425e-09,5407.172,7.87,28.71,39.04,Low
13595,High Revenue Loyal,0,3.086278465774088e-09,31004.947,7.29,83.36,85.28,High
11921,At-Risk SMB,0,8.190283499221946e-09,32.380497,11.07,13.16,26.67,Low
10514,High Revenue Loyal,0,2.835335332970029e-09,14352.37,7.76,57.61,77.58,High
11309,High Revenue Loyal,0,3.986071308733056e-09,27724.31,7.69,71.52,75.19,High
10915,Discount-Heavy Stable,0,4.4597924434974747e-10,1417.2896,8.49,28.98,44.67,Low
13453,High Revenue Loyal,0,3.0705052547906286e-09,15545.102,7.76,63.58,86.51,High
13696,At-Risk SMB,0,1.3328469699788762e-08,1286.1582,13.36,18.9,33.25,Low
13157,High Revenue Loyal,0,2.592661434410084e-09,3292.9824,7.87,45.49,78.27,High
12199,High Revenue Loyal,0,4.676162337597525e-10,357.0387,8.38,36.32,64.03,Medium
10775,High Revenue Loyal,0,3.070472127592522e-09,5061.4517,8.16,52.22,90.21,High
10944,At-Risk SMB,0,4.538402890449582e-08,1468.7816,10.67,19.54,29.82,Low
10823,High Revenue Loyal,0,4.3393133773404856e-10,293.20062,7.87,45.82,84.78,High
10165,High-Growth Startup,0,1.1427337613011851e-09,361.55917,6.67,28.78,51.94,Medium
13984,High Revenue Loyal,0,5.209781453319558e-09,14258.392,8.56,59.52,82.71,High
12539,High Revenue Loyal,0,3.0705052547906286e-09,25142.365,6.56,71.34,78.87,High
14923,High Revenue Loyal,0,2.874449345441435e-09,8602.054,6.96,46.13,66.19,Medium
11312,Discount-Heavy Stable,0,3.873502382234616e-07,99.99294,6.96,29.52,52.8,Medium
14687,High Revenue Loyal,0,4.079635391860724e-09,214.16197,8.3,42.86,80.91,High
14308,At-Risk SMB,0,2.6260948163195926e-09,-79.47458,12.88,16.97,22.61,Low
14788,High-Growth Startup,0,2.7710623845114517e-09,10379.539,8.52,42.89,56.91,Medium
13301,Discount-Heavy Stable,1,0.9999999995963424,-264.51395,59.64,27.95,50.83,Medium
13311,Discount-Heavy Stable,0,1.6046257783758097e-08,95.19444,10.49,27.72,50.19,Medium
10328,At-Risk SMB,0,1.412528990467398e-06,-189.28651,12.5,17.09,36.41,Low
12491,Discount-Heavy Stable,0,3.4056386656352595e-10,1513.2477,7.29,32.74,53.6,Medium
14831,High-Growth Startup,0,5.578969444535033e-09,3204.0393,10.8,40.85,66.58,Medium
10833,At-Risk SMB,0,2.056693365551524e-09,2546.695,11.43,20.2,36.38,Low
13080,High Revenue Loyal,0,8.41547333724636e-10,250.02618,7.69,39.81,74.11,Medium
13463,High Revenue Loyal,0,6.748629749184463e-10,261.7821,7.87,37.56,69.57,Medium
14528,High-Growth Startup,1,0.9999999630305972,6954.4644,59.39,35.69,48.83,Low
10055,High-Growth Startup,0,3.2816303931319612e-09,7310.7153,9.39,43.63,63.62,Medium
14065,High Revenue Loyal,0,8.348384487306005e-10,1648.2755,7.36,44.26,78.74,High
13452,High-Growth Startup,0,2.410685189564843e-09,8781.361,8.92,39.16,51.06,Medium
11902,High Revenue Loyal,0,2.471214507338004e-09,20980.387,7.98,65.07,76.27,High
11482,High Revenue Loyal,0,1.6328697435142215e-08,23453.57,8.27,69.14,77.6,High
14151,High Revenue Loyal,0,1.410019365141537e-09,23442.709,8.27,67.66,78.07,High
13336,At-Risk SMB,0,2.0024831294454926e-07,46.125427,21.12,16.24,20.3,Low
10947,High-Growth Startup,0,2.534642444360425e-09,6527.3306,7.98,39.07,50.71,Medium
13294,At-Risk SMB,0,1.891110607264578e-09,2228.969,13.06,24.77,38.42,Low
12162,High Revenue Loyal,0,2.471214507338004e-09,20415.805,7.47,67.12,79.43,High
13058,High Revenue Loyal,0,3.0705052547906286e-09,27195.57,7.58,73.79,80.05,High
10769,High Revenue Loyal,0,3.341620968810214e-09,14129.166,7.29,54.64,76.42,High
14849,High Revenue Loyal,0,3.1021965960150206e-09,21058.732,8.27,70.22,85.51,High
13496,Discount-Heavy Stable,0,3.092678170452409e-09,10515.43,9.03,41.57,54.83,Medium
10286,At-Risk SMB,0,3.527708941135066e-09,2598.3262,11.39,20.64,35.22,Low
11496,High-Growth Startup,0,2.719420758182027e-09,8320.968,8.7,52.15,72.99,Medium
14588,Discount-Heavy Stable,0,2.2116676267596482e-09,6060.352,10.23,37.97,52.09,Medium
12333,Discount-Heavy Stable,0,2.7467649859983556e-10,2055.7593,8.78,32.85,55.33,Medium
12718,Discount-Heavy Stable,0,3.07088797716685e-09,3327.863,7.39,31.16,44.74,Low
12080,High Revenue Loyal,0,2.835335332970029e-09,5813.859,7.76,54.59,86.02,High
13390,High Revenue Loyal,0,3.0168238820404662e-09,955.9543,7.07,46.25,84.4,High
10723,High Revenue Loyal,0,3.6772499517062245e-09,20844.547,8.3,65.37,75.52,High
10952,High Revenue Loyal,0,3.189820232349278e-09,23452.865,6.96,73.41,89.11,High
14503,High-Growth Startup,0,2.673254756417757e-09,683.37415,9.32,33.71,56.28,Medium
12263,At-Risk SMB,1,0.9999999984673102,1395.5792,61.29,20.41,36.84,Low
10990,High-Growth Startup,0,2.835335332970029e-09,11076.286,6.89,50.09,67.27,Medium
13213,High-Growth Startup,0,2.835335281923977e-09,3242.9634,8.96,40.52,62.93,Medium
11760,Discount-Heavy Stable,0,1.1230249750666828e-08,145.68109,6.78,27.65,43.71,Low
14236,High Revenue Loyal,0,2.835335332970029e-09,27403.62,7.47,68.85,69.06,Medium
11725,At-Risk SMB,1,0.9999999999869876,-0.108481586,59.9,9.38,12.7,Low
10342,Discount-Heavy Stable,0,2.985881695012396e-09,7812.5063,11.23,39.21,51.74,Medium
13702,High Revenue Loyal,0,3.0705052547906286e-09,15462.715,7.69,60.01,81.23,High
10689,High-Growth Startup,0,6.469775522582204e-11,189.80511,8.27,37.41,65.88,Medium
13433,Discount-Heavy Stable,0,1.308688623821552e-08,794.28436,8.01,28.16,47.36,Low
10967,Discount-Heavy Stable,0,4.271762541057027e-08,-46.3615,8.27,24.2,40.17,Low
14874,High-Growth Startup,0,3.242644706993351e-07,113.89911,8.81,28.37,44.48,Low
12204,High Revenue Loyal,0,3.6238991636998067e-09,267.58298,8.16,38.72,71.98,Medium
12714,High Revenue Loyal,0,3.784496072537599e-09,166.98999,7.29,41.95,78.45,High
14546,High Revenue Loyal,0,2.835335332970029e-09,26732.752,7.07,71.05,78.41,High
13573,At-Risk SMB,0,5.381960005341412e-09,871.90137,9.76,14.08,20.52,Low
11991,High Revenue Loyal,0,3.189820232349278e-09,24638.82,7.76,69.01,72.66,Medium
14121,Discount-Heavy Stable,0,5.582066505986373e-10,2241.103,8.09,32.4,54.74,Medium
14231,Discount-Heavy Stable,1,0.9999999897702976,4161.4985,58.38,30.22,48.77,Low
